nbs_id,table,category,family,searched,screened,verified,last_run_id,updated,by,note
water_harvesting_conservation,T6,updated_lit,water_harvesting__terracing,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T6,grey,water_harvesting__terracing,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T6,tool,water_harvesting__terracing,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T4,stock,water_harvesting__terracing,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T4,updated_lit,water_harvesting__terracing,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T4,grey,water_harvesting__terracing,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T4,tool,water_harvesting__terracing,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T3,stock,water_harvesting__in_situ,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T3,updated_lit,water_harvesting__in_situ,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T3,grey,water_harvesting__in_situ,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T3,tool,water_harvesting__in_situ,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T6,stock,water_harvesting__in_situ,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T6,updated_lit,water_harvesting__in_situ,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T6,grey,water_harvesting__in_situ,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T6,tool,water_harvesting__in_situ,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T4,stock,water_harvesting__in_situ,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T4,updated_lit,water_harvesting__in_situ,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T4,grey,water_harvesting__in_situ,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
water_harvesting_conservation,T4,tool,water_harvesting__in_situ,done,done,not_started,water_harvesting_discovery_2026-08,2026-08-05,Pete/Claude,WH discovery; SRCH logged; extraction parked
riparian_buffer,T4,stock,riparian_buffer__planted,done,done,not_started,riparian_buffer_discovery_2026-08,2026-08-06,Pete/Claude,riparian discovery; SRCH logged; extraction parked
riparian_buffer,T4,updated_lit,riparian_buffer__planted,done,done,not_started,riparian_buffer_discovery_2026-08,2026-08-06,Pete/Claude,riparian discovery; SRCH logged; extraction parked
riparian_buffer,T4,grey,riparian_buffer__planted,done,done,not_started,riparian_buffer_discovery_2026-08,2026-08-06,Pete/Claude,riparian discovery; SRCH logged; extraction parked
riparian_buffer,T4,tool,riparian_buffer__planted,done,done,not_started,riparian_buffer_discovery_2026-08,2026-08-06,Pete/Claude,riparian discovery; SRCH logged; extraction parked
riparian_buffer,T3,stock,riparian_buffer__planted,done,done,not_started,riparian_buffer_discovery_2026-08,2026-08-06,Pete/Claude,riparian discovery; SRCH logged; extraction parked
riparian_buffer,T3,updated_lit,riparian_buffer__planted,done,done,not_started,riparian_buffer_discovery_2026-08,2026-08-06,Pete/Claude,riparian discovery; SRCH logged; extraction parked
riparian_buffer,T3,grey,riparian_buffer__planted,done,done,not_started,riparian_buffer_discovery_2026-08,2026-08-06,Pete/Claude,riparian discovery; SRCH logged; extraction parked
riparian_buffer,T3,tool,riparian_buffer__planted,done,done,not_started,riparian_buffer_discovery_2026-08,2026-08-06,Pete/Claude,riparian discovery; SRCH logged; extraction parked
riparian_buffer,T6,stock,riparian_buffer__planted,done,done,not_started,riparian_buffer_discovery_2026-08,2026-08-06,Pete/Claude,riparian discovery; SRCH logged; extraction parked
riparian_buffer,T6,updated_lit,riparian_buffer__planted,done,done,not_started,riparian_buffer_discovery_2026-08,2026-08-06,Pete/Claude,riparian discovery; SRCH logged; extraction parked
riparian_buffer,T6,grey,riparian_buffer__planted,done,done,not_started,riparian_buffer_discovery_2026-08,2026-08-06,Pete/Claude,riparian discovery; SRCH logged; extraction parked
riparian_buffer,T6,tool,riparian_buffer__planted,done,done,not_started,riparian_buffer_discovery_2026-08,2026-08-06,Pete/Claude,riparian discovery; SRCH logged; extraction parked
riparian_buffer,T4,stock,riparian_buffer__natural_restored,done,done,not_started,riparian_buffer_discovery_2026-08,2026-08-06,Pete/Claude,riparian discovery; SRCH logged; extraction parked
riparian_buffer,T4,updated_lit,riparian_buffer__natural_restored,done,done,not_started,riparian_buffer_discovery_2026-08,2026-08-06,Pete/Claude,riparian discovery; SRCH logged; extraction parked
riparian_buffer,T4,grey,riparian_buffer__natural_restored,done,done,not_started,riparian_buffer_discovery_2026-08,2026-08-06,Pete/Claude,riparian discovery; SRCH logged; extraction parked
riparian_buffer,T4,tool,riparian_buffer__natural_restored,done,done,not_started,riparian_buffer_discovery_2026-08,2026-08-06,Pete/Claude,riparian discovery; SRCH logged; extraction parked
riparian_buffer,T6,stock,riparian_buffer__natural_restored,done,done,not_started,riparian_buffer_discovery_2026-08,2026-08-06,Pete/Claude,riparian discovery; SRCH logged; extraction parked
riparian_buffer,T6,updated_lit,riparian_buffer__natural_restored,done,done,not_started,riparian_buffer_discovery_2026-08,2026-08-06,Pete/Claude,riparian discovery; SRCH logged; extraction parked
riparian_buffer,T6,grey,riparian_buffer__natural_restored,done,done,not_started,riparian_buffer_discovery_2026-08,2026-08-06,Pete/Claude,riparian discovery; SRCH logged; extraction parked
riparian_buffer,T6,tool,riparian_buffer__natural_restored,done,done,not_started,riparian_buffer_discovery_2026-08,2026-08-06,Pete/Claude,riparian discovery; SRCH logged; extraction parked
riparian_buffer,T3,stock,riparian_buffer__natural_restored,done,done,not_started,riparian_buffer_discovery_2026-08,2026-08-06,Pete/Claude,riparian discovery; SRCH logged; extraction parked
riparian_buffer,T3,updated_lit,riparian_buffer__natural_restored,done,done,not_started,riparian_buffer_discovery_2026-08,2026-08-06,Pete/Claude,riparian discovery; SRCH logged; extraction parked
riparian_buffer,T3,grey,riparian_buffer__natural_restored,done,done,not_started,riparian_buffer_discovery_2026-08,2026-08-06,Pete/Claude,riparian discovery; SRCH logged; extraction parked
riparian_buffer,T3,tool,riparian_buffer__natural_restored,done,done,not_started,riparian_buffer_discovery_2026-08,2026-08-06,Pete/Claude,riparian discovery; SRCH logged; extraction parked
wetland_management,T4,stock,wetland_management__peatland,done,done,not_started,wetland_management_discovery_2026-08,2026-08-06,Pete/Claude,wetland discovery; SRCH logged; extraction parked
wetland_management,T4,updated_lit,wetland_management__peatland,done,done,not_started,wetland_management_discovery_2026-08,2026-08-06,Pete/Claude,wetland discovery; SRCH logged; extraction parked
wetland_management,T4,grey,wetland_management__peatland,done,done,not_started,wetland_management_discovery_2026-08,2026-08-06,Pete/Claude,wetland discovery; SRCH logged; extraction parked
wetland_management,T4,tool,wetland_management__peatland,done,done,not_started,wetland_management_discovery_2026-08,2026-08-06,Pete/Claude,wetland discovery; SRCH logged; extraction parked
wetland_management,T3,stock,wetland_management__peatland,done,done,not_started,wetland_management_discovery_2026-08,2026-08-06,Pete/Claude,wetland discovery; SRCH logged; extraction parked
wetland_management,T3,updated_lit,wetland_management__peatland,done,done,not_started,wetland_management_discovery_2026-08,2026-08-06,Pete/Claude,wetland discovery; SRCH logged; extraction parked
wetland_management,T3,grey,wetland_management__peatland,done,done,not_started,wetland_management_discovery_2026-08,2026-08-06,Pete/Claude,wetland discovery; SRCH logged; extraction parked
wetland_management,T3,tool,wetland_management__peatland,done,done,not_started,wetland_management_discovery_2026-08,2026-08-06,Pete/Claude,wetland discovery; SRCH logged; extraction parked
wetland_management,T6,stock,wetland_management__peatland,done,done,not_started,wetland_management_discovery_2026-08,2026-08-06,Pete/Claude,wetland discovery; SRCH logged; extraction parked
wetland_management,T6,updated_lit,wetland_management__peatland,done,done,not_started,wetland_management_discovery_2026-08,2026-08-06,Pete/Claude,wetland discovery; SRCH logged; extraction parked
wetland_management,T6,grey,wetland_management__peatland,done,done,not_started,wetland_management_discovery_2026-08,2026-08-06,Pete/Claude,wetland discovery; SRCH logged; extraction parked
wetland_management,T6,tool,wetland_management__peatland,done,done,not_started,wetland_management_discovery_2026-08,2026-08-06,Pete/Claude,wetland discovery; SRCH logged; extraction parked
wetland_management,T6,stock,wetland_management__restoration_rewetting,done,done,not_started,wetland_management_discovery_2026-08,2026-08-06,Pete/Claude,wetland discovery; SRCH logged; extraction parked
wetland_management,T6,updated_lit,wetland_management__restoration_rewetting,done,done,not_started,wetland_management_discovery_2026-08,2026-08-06,Pete/Claude,wetland discovery; SRCH logged; extraction parked
wetland_management,T6,grey,wetland_management__restoration_rewetting,done,done,not_started,wetland_management_discovery_2026-08,2026-08-06,Pete/Claude,wetland discovery; SRCH logged; extraction parked
wetland_management,T6,tool,wetland_management__restoration_rewetting,done,done,not_started,wetland_management_discovery_2026-08,2026-08-06,Pete/Claude,wetland discovery; SRCH logged; extraction parked
wetland_management,T3,stock,wetland_management__restoration_rewetting,done,done,not_started,wetland_management_discovery_2026-08,2026-08-06,Pete/Claude,wetland discovery; SRCH logged; extraction parked
wetland_management,T3,updated_lit,wetland_management__restoration_rewetting,done,done,not_started,wetland_management_discovery_2026-08,2026-08-06,Pete/Claude,wetland discovery; SRCH logged; extraction parked
wetland_management,T3,grey,wetland_management__restoration_rewetting,done,done,not_started,wetland_management_discovery_2026-08,2026-08-06,Pete/Claude,wetland discovery; SRCH logged; extraction parked
wetland_management,T3,tool,wetland_management__restoration_rewetting,done,done,not_started,wetland_management_discovery_2026-08,2026-08-06,Pete/Claude,wetland discovery; SRCH logged; extraction parked
wetland_management,T4,stock,wetland_management__restoration_rewetting,done,done,not_started,wetland_management_discovery_2026-08,2026-08-06,Pete/Claude,wetland discovery; SRCH logged; extraction parked
wetland_management,T4,updated_lit,wetland_management__restoration_rewetting,done,done,not_started,wetland_management_discovery_2026-08,2026-08-06,Pete/Claude,wetland discovery; SRCH logged; extraction parked
wetland_management,T4,grey,wetland_management__restoration_rewetting,done,done,not_started,wetland_management_discovery_2026-08,2026-08-06,Pete/Claude,wetland discovery; SRCH logged; extraction parked
wetland_management,T4,tool,wetland_management__restoration_rewetting,done,done,not_started,wetland_management_discovery_2026-08,2026-08-06,Pete/Claude,wetland discovery; SRCH logged; extraction parked
wetland_management,T4,stock,wetland_management__creation,done,done,not_started,wetland_management_discovery_2026-08,2026-08-06,Pete/Claude,wetland discovery; SRCH logged; extraction parked
wetland_management,T4,updated_lit,wetland_management__creation,done,done,not_started,wetland_management_discovery_2026-08,2026-08-06,Pete/Claude,wetland discovery; SRCH logged; extraction parked
wetland_management,T4,grey,wetland_management__creation,done,done,not_started,wetland_management_discovery_2026-08,2026-08-06,Pete/Claude,wetland discovery; SRCH logged; extraction parked
wetland_management,T4,tool,wetland_management__creation,done,done,not_started,wetland_management_discovery_2026-08,2026-08-06,Pete/Claude,wetland discovery; SRCH logged; extraction parked
wetland_management,T3,stock,wetland_management__creation,done,done,not_started,wetland_management_discovery_2026-08,2026-08-06,Pete/Claude,wetland discovery; SRCH logged; extraction parked
wetland_management,T3,updated_lit,wetland_management__creation,done,done,not_started,wetland_management_discovery_2026-08,2026-08-06,Pete/Claude,wetland discovery; SRCH logged; extraction parked
wetland_management,T3,grey,wetland_management__creation,done,done,not_started,wetland_management_discovery_2026-08,2026-08-06,Pete/Claude,wetland discovery; SRCH logged; extraction parked
wetland_management,T3,tool,wetland_management__creation,done,done,not_started,wetland_management_discovery_2026-08,2026-08-06,Pete/Claude,wetland discovery; SRCH logged; extraction parked
wetland_management,T6,stock,wetland_management__creation,done,done,not_started,wetland_management_discovery_2026-08,2026-08-06,Pete/Claude,wetland discovery; SRCH logged; extraction parked
wetland_management,T6,updated_lit,wetland_management__creation,done,done,not_started,wetland_management_discovery_2026-08,2026-08-06,Pete/Claude,wetland discovery; SRCH logged; extraction parked
wetland_management,T6,grey,wetland_management__creation,done,done,not_started,wetland_management_discovery_2026-08,2026-08-06,Pete/Claude,wetland discovery; SRCH logged; extraction parked
wetland_management,T6,tool,wetland_management__creation,done,done,not_started,wetland_management_discovery_2026-08,2026-08-06,Pete/Claude,wetland discovery; SRCH logged; extraction parked
