source_id,citation,doi,benchmark_tier,study_country,region,coords,aez,farming_system,method_type,spatial_scale,analysis_resolution_m,nbs_ids,vars_extracted,extraction_status,extraction_date,extraction_run_id,extractor,source_kind,url,artifact_sha1,retrieved_at,access_status,source_category,library_path,license
saraheb3_af_midwest,"Castle, S.E., Miller, D.C., Wardropper, C. (2025). US Midwest Agroforestry Suitability Mapping — GEE code + Decision Support Tool (accompanying Environ. Res. Lett.).",,Medium,United States,,,,,empirical,,,agroforestry,production_gap|soil_erosion_risk,complete,2026-06-21,tool_af_2026-06,claude,website,https://github.com/saraheb3/AgroforestrySuitability_GEE,2d61b50c0088b7e8cc2ff6826f4c5d7b504dacc1,2026-06-21,open_access,tool,,
saraheb3_af_map,"Castle, S.E., Miller, D.C., Wardropper, C. (2025). Agroforestry-Suitability-Map (GEE script) — US Midwest Agroforestry Suitability tool. Accompanies Environ. Res. Lett.",,Medium,United States,,,,,empirical,,,agroforestry,carbon_sequestration_potential|land_cover|soil_erosion_risk|soil_erosion_wind,complete,2026-06-22,tool_af_2026-06,claude,website,https://github.com/saraheb3/AgroforestrySuitability_GEE/blob/af338e8251c6bde4fa46caccf4e92124f80d7623/gee_script/Agroforestry-Suitability-Map,6789991bfeabfd347fa1368bf7d5178775adf500,2026-06-22,open_access,tool,,
cgspace_singh_southasia_2020,Singh et al. (2020). Quantification of the Land Potential for Scaling Agroforestry in South Asia. KN - J. Cartography & Geographic Information 70:71-89.,10.1007/s42489-020-00045-0,Medium,South Asia,South Asia,,,,fao_landeval,,,agroforestry,land_cover|soil_texture_hsg|tree_canopy_cover,complete,2026-06-23,cgspace_af_2026-06,claude_sonnet,paper,https://doi.org/10.1007/s42489-020-00045-0,fbc9db79491103ac7fa0b973cc035dc444eca04a,2026-06-23,open_access,updated_lit,D591_Rural-Scan_NBS/2_Technical_&_Data/library/1_Agroforestry/cgspace_singh_southasia_2020.pdf,cc-by
chomba_2020,"Chomba, S. et al. (2020). Drivers of farmer-managed natural regeneration in the Sahel. Lessons for restoration. Scientific Reports 10:13957.",10.1038/s41598-020-70746-z,High,,Sahel,,,,empirical,,,agroforestry,annual_precipitation|land_cover|land_degradation|mean_annual_temperature|rootstock_presence|soil_texture|tree_canopy_cover,complete,2026-07-17,fmnr_2026-07,claude_opus,paper,https://doi.org/10.1038/s41598-020-70746-z,f5c56c867fb328c79a9f3a1697d0cc399a7935f2,2026-07-17,open_access,updated_lit,D591_Rural-Scan_NBS/2_Technical_&_Data/library/1_Agroforestry/chomba_2020.pdf,cc-by
lohbeck_2020,"Lohbeck, M. et al. (2020). Opportunities and Constraints for Using Farmer Managed Natural Regeneration for Land Restoration in Sub-Saharan Africa. Frontiers in Forests and Global Change 3:571679.",10.3389/ffgc.2020.571679,High,,Sub-Saharan Africa,,,,review,,,agroforestry,annual_precipitation|carbon_biomass|climate_resilience|crop_yield|economic_cost|extension_governance|food_security|fuelwood_fodder|household_income|microclimate|rootstock_presence|soil_fertility|soil_texture|tenure_security|tree_canopy_cover,complete,2026-07-17,fmnr_2026-07,claude_opus,paper,https://doi.org/10.3389/ffgc.2020.571679,9b69ed524e568da40926591b2585a6339542d272,2026-07-17,open_access,updated_lit,D591_Rural-Scan_NBS/2_Technical_&_Data/library/1_Agroforestry/lohbeck_2020.pdf,cc-by
researchsquare_fmnr_2025,Farmer Managed Natural Regeneration Promotes Expansion of Trees on Croplands in the Sahel (2025). Research Square preprint.,10.21203/rs.3.rs-6377081/v1,Low,,Sahel,,,,empirical,,,agroforestry,annual_precipitation|vegetation_cover_gain,complete,2026-07-17,fmnr_2026-07,claude_opus,paper,https://www.researchsquare.com/article/rs-6377081/latest.pdf,6a4daa2a1cc8c5e8af556f42d9e57119926f8947,2026-07-17,open_access,updated_lit,D591_Rural-Scan_NBS/2_Technical_&_Data/library/1_Agroforestry/researchsquare_fmnr_2025.pdf,
ijbcs_rna_mali_2020,Analyse des determinants de l'adoption de la Regeneration Naturelle Assistee (RNA) dans la zone soudano-sahelienne: cas des cercles de Diema et Kolokani au Mali (2020). Int. J. Biol. Chem. Sci. 14(2).,10.4314/ijbcs.v14i2.14,Medium,Mali,Sudano-Sahelian,,,,adoption_study,,,agroforestry,annual_precipitation|extension_governance|finance_credit_access|household_income|land_degradation|soil_fertility|tenure_security,complete,2026-07-17,fmnr_2026-07,claude_opus,paper,https://doi.org/10.4314/ijbcs.v14i2.14,b12e25b529cfb487e687f04dc2e16bbbf479387b,2026-07-17,open_access,updated_lit,D591_Rural-Scan_NBS/2_Technical_&_Data/library/1_Agroforestry/ijbcs_rna_mali_2020.pdf,cc-by
weston_2015,"Weston, P.; Hong, R.; Kabore, C.; Kull, C.A. (2015). Farmer-Managed Natural Regeneration Enhances Rural Livelihoods in Dryland West Africa. Environmental Management 55:1402-1417.",10.1007/s00267-015-0469-1,High,,dryland West Africa,,,,adoption_study,,,agroforestry,adoption_rate|annual_precipitation|crop_yield|economic_cost|food_security|fuelwood_fodder|household_income|microclimate|rootstock_presence|soil_fertility|vegetation_cover_gain|wind_erosion,complete,2026-07-17,fmnr_2026-07,claude_opus,paper,https://doi.org/10.1007/s00267-015-0469-1,bf9b577c9fdeebf4d4c62fbbfad01376e37c47ec,2026-07-17,open_access,updated_lit,D591_Rural-Scan_NBS/2_Technical_&_Data/library/1_Agroforestry/weston_2015.pdf,
binam_2017,"Binam, J.N.; Place, F.; Djalal, A.A.; Kalinganire, A. (2017). Effects of local institutions on the adoption of agroforestry innovations: evidence of farmer managed natural regeneration and its implications for rural livelihoods in the Sahel. Agricultural and Food Economics 5:2.",10.1186/s40100-017-0072-2,High,,Sahel,,,,adoption_study,,,agroforestry,crop_yield|food_security|household_income|tenure_security|tree_canopy_cover,complete,2026-07-17,fmnr_2026-07,claude_opus,paper,https://doi.org/10.1186/s40100-017-0072-2,bfbba6eff9728800a7a0d0a86a59700dd26647b2,2026-07-17,open_access,updated_lit,D591_Rural-Scan_NBS/2_Technical_&_Data/library/1_Agroforestry/binam_2017.pdf,cc-by
glce_fmnr_mali_2023,Impact of Farmer-Managed Natural Regeneration on Resilience and Welfare in Mali (2023). Green and Low-Carbon Economy.,10.47852/bonviewglce3202698,Medium,Mali,,,,,adoption_study,,,agroforestry,adoption_rate|carbon_biomass|drought|food_security|household_income,complete,2026-07-17,fmnr_2026-07,claude_opus,paper,https://doi.org/10.47852/bonviewglce3202698,af878dfadf2a7c986298478d21d4f2793496f9f2,2026-07-17,open_access,updated_lit,D591_Rural-Scan_NBS/2_Technical_&_Data/library/1_Agroforestry/glce_fmnr_mali_2023.pdf,cc-by
sendzimir_2011,"Sendzimir, J.; Reij, C.P.; Magnuszewski, P. (2011). Rebuilding Resilience in the Sahel: Regreening in the Maradi and Zinder Regions of Niger. Ecology and Society 16(3):1.",10.5751/es-04198-160301,High,Niger,Maradi/Zinder,,,,empirical,,,agroforestry,adoption_rate|annual_precipitation|fuelwood_fodder|soil_fertility|tree_canopy_cover|vegetation_cover_gain|wind_erosion,complete,2026-07-17,fmnr_2026-07,claude_opus,paper,https://www.ecologyandsociety.org/vol16/iss3/art1/ES-2011-4198.pdf,0cb2cfe3fd939d275a26c6582b47cbb83e6372c9,2026-07-17,open_access,updated_lit,D591_Rural-Scan_NBS/2_Technical_&_Data/library/1_Agroforestry/sendzimir_2011.pdf,cc-by
wri_regreening_2015,"Reij, C.; Winterbottom, R. (2015). Scaling Up Regreening: Six Steps to Success - A Practical Approach to Forest and Landscape Restoration. World Resources Institute.",,Medium,,Sub-Saharan Africa,,,,guidance,,,agroforestry,annual_precipitation|carbon_biomass|crop_yield|extension_governance|household_income|microclimate|population_density|rootstock_presence|soil_fertility|soil_texture|tenure_security|vegetation_cover_gain|wind_erosion,complete,2026-07-17,fmnr_2026-07,claude_opus,pdf,https://afr100.org/sites/default/files/2023-07/scaling-regreening-six-steps-success.pdf,3ba9d45d76920641eaffa79d51f9846a3059bd64,2026-07-17,open_access,grey,D591_Rural-Scan_NBS/2_Technical_&_Data/library/1_Agroforestry/wri_regreening_2015.pdf,
fao_anr_2019,"Dugan, P.; Elliott, S. (2019). Restoring forest landscapes through assisted natural regeneration (ANR) - A practical manual. FAO, Bangkok.",,Medium,,global/Asia-Pacific,,,,guidance,,,agroforestry,economic_cost|labour_availability|land_degradation|soil_fertility|tenure_security,complete,2026-07-17,fmnr_2026-07,claude_opus,pdf,https://openknowledge.fao.org/server/api/core/bitstreams/ab7e7416-81cb-4b8f-b523-054ba8e63df2/content,fa250c79fecc0a7b42c87348c2d434386f0c3617,2026-07-17,open_access,grey,D591_Rural-Scan_NBS/2_Technical_&_Data/library/1_Agroforestry/fao_anr_2019.pdf,cc-by
eld_fmnr_2020,UNIQUE forestry and land use / ELD Initiative (2020). Analysis of economic benefits from upscaling farmer-managed natural regeneration (FMNR) and other agroforestry systems in West and East Africa. ELD Initiative / Regreening Africa (GIZ).,,Medium,,West & East Africa,,,,mel_report,,,agroforestry,aridity_index|crop_yield|economic_cost|household_income|land_cover|rootstock_presence|soil_fertility|tree_canopy_cover|wind_erosion,complete,2026-07-17,fmnr_2026-07,claude_opus,pdf,https://www.eld-initiative.org/fileadmin/Regreening_Africa_publications/FMNR_Unique_2020.pdf,5f482b81b6d0bb450b83c41faafc49c81585d809,2026-07-17,open_access,grey,D591_Rural-Scan_NBS/2_Technical_&_Data/library/1_Agroforestry/eld_fmnr_2020.pdf,
wocat_507_2019,"WOCAT (2019). Farmer Managed Natural Regeneration (FMNR). WOCAT SLM Technologies Database, Technology 507 (Kenya). Compiler: T. Kalytta; ed. I. Ojuok et al.",,Medium,Kenya,,,,,guidance,,,agroforestry,adoption_rate|annual_precipitation|aridity_index|drought|economic_cost|labour_availability|land_cover|microclimate|rootstock_presence|slope|soil_texture|tree_canopy_cover|wind_erosion,complete,2026-07-17,fmnr_2026-07,claude_opus,pdf,https://wocat.net/en/database/technologies/507/,3a9ca5d2bb1c2f93a8de7728e1dfb7499cfe15d2,2026-07-17,open_access,grey,D591_Rural-Scan_NBS/2_Technical_&_Data/library/1_Agroforestry/wocat_507_2019.pdf,
wocat_1358_2017,"WOCAT (2017). Assisted Natural Regeneration of Degraded Land. WOCAT SLM Technologies Database, Technology 1358 (Burkina Faso, newTree).",,Medium,Burkina Faso,,,,,guidance,,,agroforestry,annual_precipitation|aridity_index|biodiversity|climate_resilience|crop_yield|economic_cost|finance_credit_access|food_security|fuelwood_fodder|household_income|land_degradation|microclimate|slope|soil_texture|tenure_security|wind_erosion,complete,2026-07-17,fmnr_2026-07,claude_opus,pdf,https://wocat.net/en/database/technologies/1358/,be0e7b2b1dff964f72f5641c6dbaeaebf68d48cc,2026-07-17,open_access,grey,D591_Rural-Scan_NBS/2_Technical_&_Data/library/1_Agroforestry/wocat_1358_2017.pdf,
