evidence_id,source_id,nbs_id,suitability_family_id,variable,relationship,context,use_role,evidence_type,claim_basis,claim_scope,lineage_of,extraction_confidence,quote,page,reviewer_ok,raw_name,taxon,observed_dataset,attribution,locator_type,locator,commit_sha,justification_quote,justification_page,selection_justification,selection_justification_page,review_state,ruleset_version
ev_t4_finance_palma2007_01,palma_2007,agroforestry,agroforestry__planted_silvoarable,finance_credit_access,"{""direction"": ""capital access constraint limits SAF adoption""}","{""region"": ""Europe""}",structural_suitability,scoping_candidate,primary_measured,practice_technology,,medium,"Further research is needed to refine the approach presented here. For example, the financial analysis assumed that farmers would have access to capital that could be used for establishing SAF plantations, but lack of such access could limit SAF, especially in poorer areas of Europe.",8,false,access to capital,,,"[dropped 2026-07-17 by peetmate; reason:other; note:this is neither used in suitability analysis nor measured in any quantitative or qualitative way, it is a reflection and assumption that relates to something they think could be important but they do not know at present. Therefore we should reject this as the evidence is not strong enough, used or first (or even second) hand.] [dropped 2026-07-10 by peetmate; reason:other; note:this is neither used in suitability analysis nor measured in any quantitative or qualitative way, it is a reflection and assumption that relates to something they think could be important but they do not know at present. Therefore we should reject this as the evidence is not strong enough, used or first (or even second) hand.] [dropped 2026-07-10 by peetmate; reason:other; note:this is neither used in suitability analysis nor measured in any quantitative or qualitative way, it is a reflection and assumption that relates to something they think could be important but they do not know at present. Therefore we should reject this as the evidence is not strong enough, used or first (or even second) hand.] [dropped 2026-07-09 by peetmate; reason:other; note:this is neither used in suitability analysis nor measured in any quantitative or qualitative way, it is a reflection and assumption that relates to something they think could be important but they do not know at present. Therefore we should reject this as the evidence is not strong enough, used or first (or even second) hand.] [dropped 2026-07-09 by peetmate; reason:other; note:this is neither used in suitability analysis nor measured in any quantitative or qualitative way, it is a reflection and assumption that relates to something they think could be important but they do not know at present. Therefore we should reject this as the evidence is not strong enough, used or first (or even second) hand.] [dropped 2026-07-06 by peetmate; reason:other; note:this is neither used in suitability analysis nor measured in any quantitative or qualitative way, it is a reflection and assumption that relates to something they think could be important but they do not know at present. Therefore we should reject this as the evidence is not strong enough, used or first (or even second) hand.] [dropped 2026-06-23 by peetmate; reason:other; note:this is neither used in suitability analysis nor measured in any quantitative or qualitative way, it is a reflection and assumption that relates to something they think could be important but they do not know at present. Therefore we should reject this as the evidence is not strong enough, used or first (or even second) hand.] [dropped 2026-06-22 by peetmate; reason:other; note:this is neither used in suitability analysis nor measured in any quantitative or qualitative way, it is a reflection and assumption that relates to something they think could be important but they do not know at present. Therefore we should reject this as the evidence is not strong enough, used or first (or even second) hand.] [dropped 2026-06-22 by peetmate; reason:other; note:this is neither used in suitability analysis nor measured in any quantitative or qualitative way, it is a reflection and assumption that relates to something they think could be important but they do not know at present. Therefore we should reject this as the evidence is not strong enough, used or first (or even second) hand.] [dropped 2026-06-22 by peetmate; reason:other; note:this is neither used in suitability analysis nor measured in any quantitative or qualitative way, it is a reflection and assumption that relates to something they think could be important but they do not know at present. Therefore we should reject this as the evidence is not strong enough, used or first (or even second) hand.]",page,,,,,,,dropped,2026-06-18.section-scope
ev_t3_erosion_palma2007_01,palma_2007,agroforestry,agroforestry__planted_silvoarable,erosion_hazard,"{""direction"": ""contour-planted tree lines reduce erosion""}","{""region"": ""Europe""}",climate_risk,literature_relationship,modelled,practice_technology,,high,"Tree lines were assumed to be planted along contour lines, which is important for erosion control (Palma et al., 2007).",4,false,erosion control,,,,page,,,,,,,,
ev_t3_erosion_palma2007_02,palma_2007,agroforestry,agroforestry__planted_silvoarable,erosion_hazard,"{""direction"": ""SAF mimics strip cropping with contour farming for erosion reduction""}","{""region"": ""Europe""}",climate_risk,literature_relationship,modelled,practice_technology,,medium,"Erosion was modeled with the revised universal soil loss equation (RUSLE, Renard et al., 1997), where SAF was considered to mimic strip cropping, implemented together with contour farming.",3,false,soil erosion,,,"Renard et al., 1997",page,,,,,,,,
ev_t3_soilwater_palma2007_01,palma_2007,agroforestry,agroforestry__planted_silvoarable,soil_water_retention,"{""variable_should_be"": ""nitrogen_leaching"", ""direction"": ""SAF assessed for nitrogen leaching via annual soil water exchange factor""}","{""region"": ""Europe""}",climate_risk,literature_relationship,modelled,practice_technology,,low,"Nitrogen leaching was modeled using an equation proposed by Feldwisch et al. (1998), which uses an annual water exchange factor in the soil and the excess nitrogen potentially available for leaching.",3,false,nitrogen leaching,,,"[VERIFY-FLAG mismatch: Variable is 'soil_water_retention' but the quote is entirely about nitrogen leaching (Feldwisch equation, water exchange factor used to model N leaching). Soil water retention is not the subject; the water exchange factor is an intermediate input to the N-leaching model, not a soil water retention assessment.] Feldwisch et al., 1998",page,,,,,,,,
ev_t6_carbon_palma2007_01,palma_2007,agroforestry,agroforestry__planted_silvoarable,carbon_sequestration,"{""direction"": ""SAF sequesters carbon; modelled from tree biomass via IPCC/Gifford""}","{""region"": ""Europe""}",nbs_effect,literature_relationship,modelled,practice_technology,,medium,"Carbon sequestration was calculated for SAF systems only, based on the Intergovernmental Panel on Climate Change (IPCC, 1996) and Gifford relationships (2000a,b) for tree biomass predicted by the Yield-SAFE model.",3,false,carbon sequestration,,,"IPCC, 1996; Gifford, 2000a,b",page,,,,,,,,
ev_t6_biodiversity_palma2007_01,palma_2007,agroforestry,agroforestry__planted_silvoarable,biodiversity_outcome,,"{""region"": ""Europe""}",nbs_effect,scoping_candidate,modelled,practice_technology,,low,"A broad evaluation of the effects of SAF implementation on landscape biodiversity was conducted, based on the share of habitats available to wildlife in an agricultural landscape, classifying",3,false,landscape biodiversity,,,"[VERIFY-FLAG unsupported: Quote is truncated mid-sentence ('...classifying'); the direction 'SAF increases share of habitat' is not stated in the quote — the quote only describes the evaluation method, not the result.]",page,,,,,,,,
ev_t6_ecosvc_palma2007_01,palma_2007,agroforestry,agroforestry__planted_silvoarable,ecosystem_service,"{""direction"": ""SAF outperforms conventional arable across all four environmental criteria""}","{""region"": ""Europe (19 landscape test sites, Spain/France/Netherlands)""}",nbs_effect,literature_relationship,modelled,practice_technology,,high,"SAF was most preferable when soil erosion, nitrogen leaching, carbon sequestration and landscape biodiversity were evaluated.",5,false,environmental performance,,,,page,,,,,,,,
ev_t6_econreturn_palma2007_01,palma_2007,agroforestry,agroforestry__planted_silvoarable,economic_return,"{""direction"": ""SAF net present value preferable to conventional arable especially under zero-subsidy""}","{""region"": ""Europe (19 LTS, Spain/France/Netherlands)""}",nbs_effect,literature_relationship,modelled,practice_technology,,high,"Nevertheless, the aggregate results for all 19 LTS show that the SAF alternatives were preferable to the status quo alternative under all payment schemes and especially when these are absent (Fig. 3a — iNPV_0). However, this aggregate response for all three countries masks important differences between the countries that occurred as a result of regional variations in biophysical conditions, selected tree and crop species, and market dynamics.",6,false,infinite net present value (iNPV),,,,page,,,,,,,,2026-06-18.section-scope
ev_t6_econreturn_palma2007_02,palma_2007,agroforestry,agroforestry__planted_silvoarable,economic_return,"{""direction"": ""high-value trees on high-quality land maximise SAF economic performance""}","{""region"": ""Europe""}",nbs_effect,literature_relationship,modelled,practice_technology,,high,"Economic performance was improved if high value trees were established on the highest quality farmland, rather than lower value trees on low quality land.",7,false,economic performance,,,,page,,,,,,,,
ev_t6_adoption_palma2007_01,palma_2007,agroforestry,agroforestry__planted_silvoarable,adoption_rate,"{""direction"": ""subsidy schemes distort profitability toward arable; SAF remains preferable under all payment schemes including zero-subsidy""}","{""region"": ""Europe""}",nbs_effect,literature_relationship,modelled,practice_technology,,low,"the subsidiary schemes distort profitability in favor of arable systems. Nevertheless, the aggregate results for all 19 LTS show that the SAF alternatives were preferable to the status quo alternative under all payment schemes and especially when these are absent",6,false,subsidy payment schemes,,,"[VERIFY-FLAG mismatch: Relationship appends 'SAF adoption depends on policy context' but the quote says the opposite — SAF alternatives were preferable under ALL payment schemes, including when subsidies are absent. The quote does not say adoption depends on policy context.]",page,,,,,,,,
ev_t6_adoption_palma2007_02,palma_2007,agroforestry,agroforestry__cross_family,adoption_rate,"{""direction"": ""SAF adoption requires country/regional-level specification of economic and/or environmental purpose, based on local conditions, environmental hazards, and socio-economic requirements""}","{""region"": ""Europe""}",nbs_effect,scoping_candidate,modelled,practice_technology,,low,"SAF should be implemented with a specific purpose — economic and/or environmental. This purpose needs to be specified at the country/regional level based on local conditions, environmental hazards and socio-economic requirements.",8,false,SAF implementation purpose,,,[VERIFY-FLAG mismatch: Relationship appends 'general EU laws should not hamper' — this phrase is not present in the quote. Smuggled content.],page,,,,,,,,
ev_t6_cropyield_palma2007_01,palma_2007,agroforestry,agroforestry__planted_silvoarable,crop_yield,"{""direction"": ""tree and crop yields predicted from climate and soil inputs via process model""}","{""region"": ""Europe (19 LTS)""}",nbs_effect,literature_relationship,modelled,practice_technology,,medium,"The radiation, temperature, rainfall, soil depth and texture data for each LTS were used as inputs in a daily time-step bio-physical model of tree and crop production, based on competition for light and water (Yield-SAFE, van der Werf et al., in press) and implemented in Microsoft Excel© by Burgess et al. (2004) to predict annual tree and crop yields.",3,false,annual tree and crop yields,,,"van der Werf et al., in press; Burgess et al., 2004",page,,,,,,,,
ev_T4_precip_seja2022_1,seja_2022,agroforestry,agroforestry__planted_silvoarable,annual_precipitation,"{""abs_min"": 821, ""abs_max"": 1505, ""unit"": ""mm/year""}","{""location"": ""Uluguru Mountain northern slope, Morogoro, Tanzania"", ""elevation_m"": ""495-1750""}",structural_suitability,literature_relationship,primary_measured,practice_technology,,low,"minimum and maximum annual rainfall of 821 mm and 1505 mm respectively (Ernest et al., 2017).",5,false,annual rainfall,,,"[VERIFY-FLAG scope: study_site — Quote describes the study area's observed climate ('The area has ... minimum and maximum annual rainfall of 821 mm and 1505 mm'), a site-cha] Ernest et al., 2017",page,,,The study area is located at the northern slope of Uluguru mountain,5,Rainfall was one of the six AHP criteria used to evaluate agroforestry land use suitability,11,,2026-06-18.section-scope
ev_T4_temp_seja2022_1,seja_2022,agroforestry,agroforestry__planted_silvoarable,mean_annual_temperature,"{""abs_min"": 16, ""abs_max"": 33, ""unit"": ""°C""}","{""location"": ""Uluguru Mountain northern slope, Morogoro, Tanzania""}",structural_suitability,literature_relationship,primary_measured,practice_technology,,low,"The area has average minimum and maximum temperature of 16˚C and 33˚C respectively with minimum and maximum annual rainfall of 821 mm and 1505 mm respectively (Ernest et al., 2017).",5,false,temperature,,,"[VERIFY-FLAG scope: study_site — Same site-description sentence giving the area's average min/max temperature (16-33C) and rainfall — study-site characteristics, not a suita] Ernest et al., 2017",page,,,,,Temperature was one of the six AHP criteria used to evaluate agroforestry land use suitability,11,,2026-06-18.section-scope
ev_T4_slope_seja2022_1,seja_2022,agroforestry,agroforestry__planted_silvoarable,slope,"{""abs_min"": 8, ""abs_max"": 72, ""unit"": ""%""}","{""location"": ""Uluguru Mountain, Morogoro, Tanzania"", ""note"": ""Five land mapping units; agroforestry most suitable LU2-LU4 (12-38%)""}",structural_suitability,literature_relationship,table,practice_technology,,medium,"Slope 
8% - 12% 
12% - 20% 
20% - 28% 
28% - 38% 
38% - 72%",11,true,Slope,,,"[query 2026-07-17 by peetmate; reason:other; note:I find it hard to understand this methodology, the slope is for different Land Use units they have identified, but the rationale for their selection is unclear, this may not represent the full potential for AF and the 8% min slope is a red flag. However the 72% upper bound is interesting too, although perhaps totally unfeasible. 

This is borderline.] [query 2026-07-10 by peetmate; reason:other; note:I find it hard to understand this methodology, the slope is for different Land Use units they have identified, but the rationale for their selection is unclear, this may not represent the full potential for AF and the 8% min slope is a red flag. However the 72% upper bound is interesting too, although perhaps totally unfeasible. 

This is borderline.] [query 2026-07-10 by peetmate; reason:other; note:I find it hard to understand this methodology, the slope is for different Land Use units they have identified, but the rationale for their selection is unclear, this may not represent the full potential for AF and the 8% min slope is a red flag. However the 72% upper bound is interesting too, although perhaps totally unfeasible. 

This is borderline.] [query 2026-07-09 by peetmate; reason:other; note:I find it hard to understand this methodology, the slope is for different Land Use units they have identified, but the rationale for their selection is unclear, this may not represent the full potential for AF and the 8% min slope is a red flag. However the 72% upper bound is interesting too, although perhaps totally unfeasible. 

This is borderline.] [query 2026-07-09 by peetmate; reason:other; note:I find it hard to understand this methodology, the slope is for different Land Use units they have identified, but the rationale for their selection is unclear, this may not represent the full potential for AF and the 8% min slope is a red flag. However the 72% upper bound is interesting too, although perhaps totally unfeasible. 

This is borderline.] [query 2026-07-06 by peetmate; reason:other; note:I find it hard to understand this methodology, the slope is for different Land Use units they have identified, but the rationale for their selection is unclear, this may not represent the full potential for AF and the 8% min slope is a red flag. However the 72% upper bound is interesting too, although perhaps totally unfeasible. 

This is borderline.] [query 2026-06-23 by peetmate; reason:other; note:I find it hard to understand this methodology, the slope is for different Land Use units they have identified, but the rationale for their selection is unclear, this may not represent the full potential for AF and the 8% min slope is a red flag. However the 72% upper bound is interesting too, although perhaps totally unfeasible. 

This is borderline.] [reviewed 2026-06-22 by peetmate; reason:other; note:I find it hard to understand this methodology, the slope is for different Land Use units they have identified, but the rationale for their selection is unclear, this may not represent the full potential for AF and the 8% min slope is a red flag. However the 72% upper bound is interesting too, although perhaps totally unfeasible. 

This is borderline.] [reviewed 2026-06-22 by peetmate; reason:other; note:I find it hard to understand this methodology, the slope is for different Land Use units they have identified, but the rationale for their selection is unclear, this may not represent the full potential for AF and the 8% min slope is a red flag. However the 72% upper bound is interesting too, although perhaps totally unfeasible. 

This is borderline.]",page,,,,,Slope was one of the six AHP criteria used to evaluate agroforestry suitability; ranges per land unit presented in Table 5,11,,
ev_T4_precip_seja2022_2,seja_2022,agroforestry,agroforestry__planted_silvoarable,annual_precipitation,"{""abs_min"": 770, ""abs_max"": 1111, ""unit"": ""mm""}","{""location"": ""Uluguru Mountain, Morogoro, Tanzania"", ""note"": ""By land unit LU1-LU5; agroforestry mainly LU2-LU4 (770-953 mm)""}",structural_suitability,literature_relationship,table,practice_technology,,low,"Rainfall 
770 - 886 mm 
770 - 886 mm 
886 - 953 mm 
886 - 953 mm 
1023 - 1111 mm",11,false,Rainfall,,,[VERIFY-FLAG mismatch: unit encoded as mm/year but quote only says 'mm'; annual context is from paper not this quote snippet],page,,,,,Rainfall was an AHP criterion for evaluating agroforestry land use suitability by land unit,11,,
ev_T4_temp_seja2022_2,seja_2022,agroforestry,agroforestry__planted_silvoarable,mean_annual_temperature,"{""abs_min"": 16.2, ""abs_max"": 21.3, ""unit"": ""°C""}","{""location"": ""Uluguru Mountain, Morogoro, Tanzania"", ""note"": ""By land unit LU1-LU5; agroforestry mainly LU2-LU4 (16.2-19.1°C)""}",structural_suitability,literature_relationship,table,practice_technology,,medium,"Temperature 17.9˚C - 21.3˚C 
17.9˚C - 19.1˚C 
16.2˚C - 17.8˚C 
16.2˚C - 17.8˚C 
16.2˚C - 17.8˚C",11,false,Temperature,,,"[dropped 2026-07-17 by peetmate; reason:off_scope; note:I don't think this directly relates to agroforestry suitability, I think these are just zones for potential agroforestry implementation that are being described.] [dropped 2026-07-10 by peetmate; reason:off_scope; note:I don't think this directly relates to agroforestry suitability, I think these are just zones for potential agroforestry implementation that are being described.] [dropped 2026-07-10 by peetmate; reason:off_scope; note:I don't think this directly relates to agroforestry suitability, I think these are just zones for potential agroforestry implementation that are being described.] [dropped 2026-07-09 by peetmate; reason:off_scope; note:I don't think this directly relates to agroforestry suitability, I think these are just zones for potential agroforestry implementation that are being described.] [dropped 2026-07-09 by peetmate; reason:off_scope; note:I don't think this directly relates to agroforestry suitability, I think these are just zones for potential agroforestry implementation that are being described.] [dropped 2026-07-06 by peetmate; reason:off_scope; note:I don't think this directly relates to agroforestry suitability, I think these are just zones for potential agroforestry implementation that are being described.] [dropped 2026-06-23 by peetmate; reason:off_scope; note:I don't think this directly relates to agroforestry suitability, I think these are just zones for potential agroforestry implementation that are being described.] [dropped 2026-06-22 by peetmate; reason:off_scope; note:I don't think this directly relates to agroforestry suitability, I think these are just zones for potential agroforestry implementation that are being described.]",page,,,,,Temperature was an AHP criterion for evaluating agroforestry land use suitability by land unit,11,dropped,
ev_T4_landcover_seja2022_1,seja_2022,agroforestry,agroforestry__planted_silvoarable,land_cover,"{""threshold"": 4.49, ""unit"": ""% suitability area, LU1 (slope 8-12%)""}","{""land_unit"": ""LU1"", ""elevation_m"": ""499-702"", ""slope_pct"": ""8-12"", ""method"": ""AHP+GIS weighted overlay""}",structural_suitability,literature_relationship,modelled,practice_technology,,low,"The ratios of suitability on this Land map unit for settlement, conservation agriculture, agroforestry and forest were 45.74%, 49.78%, 4.49% and 0%.",12,false,compatible land use allocation,,,[dropped 2026-07-17 by peetmate] [dropped 2026-07-10 by peetmate] [dropped 2026-07-10 by peetmate],page,,,,,"AHP-weighted overlay of slope, temperature, rainfall, soil, SMI, LST criteria for agroforestry suitability by land unit",12,dropped,
ev_T4_landcover_seja2022_2,seja_2022,agroforestry,agroforestry__planted_silvoarable,land_cover,"{""threshold"": 46.42, ""unit"": ""% suitability area, LU2 (slope 12-20%)""}","{""land_unit"": ""LU2"", ""elevation_m"": ""702-882"", ""slope_pct"": ""12-20"", ""method"": ""AHP+GIS weighted overlay""}",structural_suitability,literature_relationship,modelled,practice_technology,,low,"the compatible land use allocation on land map unit 2 produced the ratio of
6.87%, 46.29%, 46.42% and 0.41% of coverage for settlement, conservation agri-
culture, agroforestry and forest respectively.",12,false,compatible land use allocation,,,[VERIFY-FLAG mismatch: unit label includes elevation range '702-882 m' which is not in this quote; smuggled from another table/row] [AUTO-QUARANTINE off_scope:allocation_result],page,,,,,"AHP-weighted overlay of slope, temperature, rainfall, soil, SMI, LST criteria for agroforestry suitability by land unit",12,dropped,
ev_T4_landcover_seja2022_3,seja_2022,agroforestry,agroforestry__planted_silvoarable,land_cover,"{""threshold"": 11.32, ""unit"": ""% suitability area, LU3 (slope 20-28%)""}","{""land_unit"": ""LU3"", ""elevation_m"": ""882-1094"", ""slope_pct"": ""20-28"", ""method"": ""AHP+GIS weighted overlay""}",structural_suitability,literature_relationship,modelled,practice_technology,,low,"a pro-
posed land use with area coverage of 0.67%, 84.46%, 11.32% and 3.54% for set-
tlement, conservation agriculture, agroforestry and forest respectively.",12,false,compatible land use allocation,,,[VERIFY-FLAG mismatch: unit label includes elevation range '882-1094 m' which is not in this quote; smuggled from another table/row],page,,,,,"AHP-weighted overlay of slope, temperature, rainfall, soil, SMI, LST criteria for agroforestry suitability by land unit",12,,
ev_T4_landcover_seja2022_4,seja_2022,agroforestry,agroforestry__planted_silvoarable,land_cover,"{""threshold"": 3.83, ""unit"": ""% suitability area, LU4 (slope 28-38%)""}","{""land_unit"": ""LU4"", ""elevation_m"": ""1094-1341"", ""slope_pct"": ""28-38"", ""method"": ""AHP+GIS weighted overlay""}",structural_suitability,literature_relationship,modelled,practice_technology,,low,"compatible land use area coverage dis-
tribution ratio of 4.34%, 10.11%, 3.83% and 81.72% for settlement, conservation
agriculture, agroforestry and forest respectively.",13,false,compatible land use allocation,,,[VERIFY-FLAG mismatch: unit label includes elevation range '1094-1341 m' which is not in this quote; smuggled from another table/row],page,,,,,"AHP-weighted overlay of slope, temperature, rainfall, soil, SMI, LST criteria for agroforestry suitability by land unit",13,,
ev_T4_landcover_seja2022_5,seja_2022,agroforestry,agroforestry__planted_silvoarable,land_cover,"{""threshold"": 6.27, ""unit"": ""% suitability area, LU5 (slope 38-72%)""}","{""land_unit"": ""LU5"", ""elevation_m"": ""1341-1772"", ""slope_pct"": ""38-72"", ""method"": ""AHP+GIS weighted overlay""}",structural_suitability,literature_relationship,modelled,practice_technology,,low,"compatible land use distribution ratio on this land map unit obtained
through AHP is 0.47%, 5.70%, 6.27% and 87.55% for settlement, conservation
agriculture, agroforestry and forest respectively.",13,false,compatible land use allocation,,,[VERIFY-FLAG mismatch: unit label includes elevation range '1341-1772 m' which is not in this quote; smuggled from another table/row] [AUTO-QUARANTINE off_scope:allocation_result],page,,,,,"AHP-weighted overlay of slope, temperature, rainfall, soil, SMI, LST criteria for agroforestry suitability by land unit",13,dropped,
ev_T3_erosion_seja2022_1,seja_2022,agroforestry,agroforestry__planted_silvoarable,erosion_hazard,"{""direction"": ""steeper_slope_higher_erosion_risk""}","{""land_unit"": ""LU4-LU5"", ""slope_pct"": ""28-72"", ""elevation_m"": ""1094-1772""}",climate_risk,literature_relationship,modelled,practice_technology,,medium,"This is the part of the study area with the steepest slope, necessi-
tating the use of forest cover to mitigate the effects of erosion agents.",16,false,erosion agents,,,,page,,,,,Erosion risk driven by steep slopes was a key rationale for allocating vegetation cover (forest/agroforestry) at upper elevation units,16,,
ev_T6_ecosvc_seja2022_1,seja_2022,agroforestry,agroforestry__planted_silvoarable,ecosystem_service,,"{""location"": ""Uluguru Mountains, Tanzania""}",nbs_effect,scoping_candidate,cited_secondary,practice_technology,,low,"Agroforestry has the potential to help restore tree
loss while also benefiting the environment and the economy by increasing agri-
cultural productivity, ecosystem facility, and human well-being (Ruheza et al.,
2012).",16,false,agroforestry benefits,,,"Ruheza et al., 2012",page,,,,,Agroforestry proposed as a compatible land use due to its environmental and economic co-benefits,16,,
ev_T6_areacover_seja2022_1,seja_2022,agroforestry,agroforestry__planted_silvoarable,ecosystem_service,"{""threshold"": 19.5, ""unit"": ""% of study area""}","{""location"": ""Uluguru Mountain, Morogoro, Tanzania"", ""total_area_ha"": 6928, ""suitable_land_units"": ""LU2-LU4""}",nbs_effect,literature_relationship,modelled,practice_technology,,low,"agroforestry, which occu-
pies 19.5% of the study area. Agroforestry has the potential to help restore tree
loss while also benefiting the environment and the economy by increasing agri-
cultural productivity, ecosystem facility, and human well-being (Ruheza et al.,
2012). This land use type was proposed to be more suitable for land mapping units
2 - 4 considering existing criteria.",16,false,agroforestry area allocation,,,"[VERIFY-FLAG mismatch: unit label includes '6928 Ha total' which is not stated in this quote; smuggled from elsewhere in paper] Ruheza et al., 2012",page,,,,,AHP+GIS combined spatial allocation result for agroforestry land use across study area,16,,
ev_T6_carbseq_singh24_1,singh_2024,agroforestry,agroforestry__planted_silvoarable,carbon_sequestration,"{""value"": 0.72, ""unit"": ""Pg C year-1"", ""direction"": ""positive"", ""scope"": ""global smallholder adoption""}",,nbs_effect,literature_relationship,cited_secondary,practice_technology,,medium,"widespread adoption of agroforestry 
by smallholders can potentially sequester 0.72 
Pg C year−1 globally [4].",2,false,carbon sequestration potential,,,"Lorenz K, Lal R (ref [4])",page,,,,,,,,
ev_T6_adopt_singh24_1,singh_2024,agroforestry,agroforestry__planted_silvoarable,adoption_rate,"{""bound_type"": ""upper"", ""value"": 10, ""unit"": ""%"", ""metric"": ""share of total agricultural land""}",,nbs_effect,literature_relationship,cited_secondary,practice_technology,,medium,"Despite benefits, agroforestry adoption rates remain low with under 10% of total agricultural land under agroforestry [5].",2,false,agroforestry adoption rate,,,Zomer RJ et al. (ref [5]),page,,,,,,,,2026-06-18.section-scope
ev_T4_tenure_singh24_1,singh_2024,agroforestry,agroforestry__planted_silvoarable,tenure_security,"{""direction"": ""positive"", ""note"": ""insecure tenure reduces long-term tree investment""}",,operational_risk,scoping_candidate,cited_secondary,practice_technology,,medium,"Land tenure: Lack of land ownership 
deeds in SSA disincentivizes smallholders 
from making long-term investments in 
trees [8].",2,true,land tenure security,,,[query 2026-07-17 by peetmate; reason:other; note:is this T4 or T3 risk/enabling factors and next steps?] [query 2026-07-10 by peetmate; reason:other; note:is this T4 or T3 risk/enabling factors and next steps?] [query 2026-07-10 by peetmate; reason:other; note:is this T4 or T3 risk/enabling factors and next steps?] [query 2026-07-09 by peetmate; reason:other; note:is this T4 or T3 risk/enabling factors and next steps?] [query 2026-07-09 by peetmate; reason:other; note:is this T4 or T3 risk/enabling factors and next steps?] [query 2026-07-06 by peetmate; reason:other; note:is this T4 or T3 risk/enabling factors and next steps?] [query 2026-06-23 by peetmate; reason:other; note:is this T4 or T3 risk/enabling factors and next steps?] [reviewed 2026-06-22 by peetmate; reason:other; note:is this T4 or T3 risk/enabling factors and next steps?] Abdulai AN et al. (ref [8]),page,,,,,,,,
ev_T4_market_singh24_1,singh_2024,agroforestry,agroforestry__planted_silvoarable,market_value_chain,"{""direction"": ""positive"", ""note"": ""weak market linkages constrain agroforestry adoption""}",,operational_risk,scoping_candidate,cited_secondary,practice_technology,,medium,"Markets: Weak linkages with input and 
output markets hampers ability to procure 
material as well as process and sell value-
added agroforestry products [7].",2,true,market access / value-chain linkages,,,"[query 2026-07-17 by peetmate; reason:other; note:T4 or T3/next steps?
must be linked to source [7]] [query 2026-07-10 by peetmate; reason:other; note:T4 or T3/next steps?
must be linked to source [7]] [query 2026-07-10 by peetmate; reason:other; note:T4 or T3/next steps?
must be linked to source [7]] [query 2026-07-09 by peetmate; reason:other; note:T4 or T3/next steps?
must be linked to source [7]] [query 2026-07-09 by peetmate; reason:other; note:T4 or T3/next steps?
must be linked to source [7]] [query 2026-07-06 by peetmate; reason:other; note:T4 or T3/next steps?
must be linked to source [7]] [query 2026-06-23 by peetmate; reason:other; note:T4 or T3/next steps?
must be linked to source [7]] [reviewed 2026-06-22 by peetmate; reason:other; note:T4 or T3/next steps?
must be linked to source [7]] Pham TT et al. (ref [7])",page,,,,,,,,
ev_T4_extgov_singh24_1,singh_2024,agroforestry,agroforestry__planted_silvoarable,extension_governance,"{""direction"": ""positive"", ""note"": ""inadequate extension reduces agroforestry skills and adoption""}",,operational_risk,scoping_candidate,cited_secondary,practice_technology,,medium,"Technical skills: Inadequate knowledge 
on good agroforestry practices related to 
species selection, design, management 
etc. due to lack of extension restricts 
farmer skills [9].",2,true,extension / technical knowledge access,,,[query 2026-07-17 by peetmate; reason:other; note:is this T4 or T3 risk/enabling factors and next steps?] [query 2026-07-10 by peetmate; reason:other; note:is this T4 or T3 risk/enabling factors and next steps?] [query 2026-07-10 by peetmate; reason:other; note:is this T4 or T3 risk/enabling factors and next steps?] [query 2026-07-09 by peetmate; reason:other; note:is this T4 or T3 risk/enabling factors and next steps?] [query 2026-07-09 by peetmate; reason:other; note:is this T4 or T3 risk/enabling factors and next steps?] [query 2026-07-06 by peetmate; reason:other; note:is this T4 or T3 risk/enabling factors and next steps?] [query 2026-06-23 by peetmate; reason:other; note:is this T4 or T3 risk/enabling factors and next steps?] [reviewed 2026-06-22 by peetmate; reason:other; note:is this T4 or T3 risk/enabling factors and next steps?] Dumont AM et al. (ref [9]),page,,,,,,,,
ev_t4_slope_sper24_1,sperandio_2024,agroforestry,agroforestry__planted_silvoarable,slope,"{""importance_pct"": 53, ""cluster"": ""N1"", ""unit"": ""% importance (method not stated in quote)"", ""note"": ""RF label removed — not supported by this quote; requires a quote explicitly naming the importance method""}","{""method"": ""Random Forest"", ""system"": ""agrosilvopastoral"", ""location"": ""Minas Gerais, Brazil"", ""enterprise_scale"": ""small""}",structural_suitability,ml_importance,figure_read,practice_technology,,low,"among the three initial attributes (N1), slope has the highest importance (53 %), followed by lithology (25 %) and soil classes (22 %)",4,false,slope,,SRTM USGS/SRTMGL1_003 30m,"[VERIFY-FLAG mismatch: Unit label '% RF importance' smuggles 'RF' (Random Forest) which is not stated in the quote. Quote says only 'importance (53%)'; the method generating that importance score is not identified in this quote. All numeric values (53, N1) are correct.]",page,,,,,,,,
